,tweet,topic,sentiment
186,"@BBCWorld That only time will tell however out of 1.4 BN people 1 BN have got 1st vaccination and they are doing about 10 MN a day, not bad in terms of stats it is higher than many developed countries. Yes if the virus jumps vaccine then entire globe is not prepared.",,
187,"Omicron latest in UK - Two people in Essex &amp; Nottingham found infected with the new Covid variant, Omicron, reports health security agency, as nations race to implement travel bans.#Omicron #UK #OmicronVariant #healthcare https://t.co/mbOC9ae2N5",,
188,@Pfizer_UK Where are clinical trial fees ?,,
189,"The bottom line is this : WE THE PEOPLE WILL NOT ALLOW ANY DEMOCRATIC GOVERNMENT THE DICTATORSHIP OF LOCKDOWNS / RESTRICTIONS, NO MATTER HOW DANGEROUS COVID OR ITS VARIANT IS",,
190,@OmarAlghabra Quarantine and testing are the key components not just testing alone.,,
191,@RASmith2017 Amazing that Boris Johnson is doing more on Covid than Biden.. Who ran on controlling the pandemic😣,,
192,CIVIL SERVICES COVID RELIEF #UPSCExtraAttempt @PMOIndia  @narendramodi  @AmitShah @gssjodhpur  @myogiadityanath  @drdineshbjp  @ABVPVoice  @JPNadda  @BJP4UP  @DoPTGoI  @swatantrabjp  @kpmaurya1 https://t.co/5FUGqicgHM,,
193,"@Kit_Yates_Maths @telfordvillan Good job covid isn’t a “dangerous, infectious disease” 🤦🏻‍♂️",,
194,"@WSJ @WSJopinion What BS. Trump didn't even attempt to distribute the vaccine once he lost he election. Biden has had to contend with MAGAts refusing to get vaccinated. We are now in a pandemic of the unvaccinated, so you can blame Trump, Fox News, OAN &amp; Facebook for that.",,
195,Why is the EU blocking Covid vaccines going to third world countries and sticking to the patent principle #COVID19,,
196,@Brasilmagic 2 cases of the omicron variant have been identified in the United Kingdom  https://t.co/62UksnMrVO,,
197,@RWMaloneMD Did they show any symptoms in vaccinated?,,
198,"To add, I'm not someone who cares if people get vaccinated or not.Literally don't care one bit.But to lie about its efficacy in preventing death is bullshit.",,
199,@s_vargas13 Bro was getting ate up with the jab like crazy!,,
200,@basvanderwiel @RWMaloneMD My friend had that vaccine and contacted covid and died,,
201,Vaccine rates worldwide as rich nations hog jabs allowing new variants to emerge https://t.co/dGzUfwfBTK,,
202,missed a flight to cologne germanywent to book a flight to my next planned stop which is brussels belgiumbrussels goes into lockdownfuck my life fuck my life fuck my life,,
203,"@em_az I barely survived the “original” covid, have permanent organ damage from it and am immunocompromised. It’s a combo that leaves me afraid to catch it again. I have to learn to live with it though and am working to get out more and to reframe micro-exposures as “boosters” in a way.",,
204,@nickmangwana You banned by-elections citing COVID now borders shut coz of COVID you complaining just cost it affects you directly coz your family lives in the UK?,,
205,@EssexPR Omicron spells end Of the covid pandemic? What sort of an anagram is that?,,
206,"@Ally_Tanner Hi Alice, we're sorry to hear you're experiencing difficulties with linking your proof of vaccination with your Service NSW app. Are you getting a specific error message when doing so?",,
207,@CTVNews Vaccine failure......the most vacacinted among us are spreading the highest. https://t.co/eIpTgOJJMg,,
208,@life_humorous @SecNorman It has already been proven that natural antibodies from Covid do not stay with you.  They are recommending vaccinations to boost your AB’s up after you have recovered from Covid.,,
209,https://t.co/tHBkAnW04KCOVID-19: Ambulance delays treble as Northern Ireland battles UK's highest coronavirus case rate https://t.co/Q7jgWJGwdc,,
210,"@TimesLIVE Jah neh,we are vaccinated by force",,
211,"Today was the first day since before the pandemic when I felt like myself enough to cook things, but now I have gone overboard and committed to three different breads over the next 24 hours, help",,
212,"@PoeticJustice23 @Ste24240876 @tw1tte7 @BBCFergusWalsh 1. Small pox didn't have animal reservoirs so was able to be eradicated.2. It took 180 years for the vaccine to ""eradicate"" it.3. The first vaccine was cross immunity with lesser cow pox.4. Small pox still exists and there are still localised outbreaks.Buffoon.",,
213,@NewstalkZB Omicron..anagram for            M O R O N I C,,
214,@Carl_M79 The vaccine is to shorten the chances of being hospitalised and for new variants forming but Africa etc don't have enough vaccines so when they travel new variants are formed or is that incorrect? Europe has had tougher mask ruling than UK and its getting worse over there,,
215,@DellAnnaLuca I've never even heard any of these contrarian types acknowledge that their actions in a pandemic can have an effect on anyone but themselves. The idea of negative externalities and systemic risks seem very foreign to many.,,
216,"@AlanStout19 @LonsdalesofH @paulfrewDUP From tomorrow, vaccinated people can enter restaurants/bars etc by showing their vaccine passport. An unvaccinated person can not enter unless they have a negative lft. Vaccinated people can still have the virus so if you want ‘infection free zones’, everyone should have to test.",,
217,"@Tim_jbo Covid, Climate Alarmism, Wokemess, social constructs far removed from reality and MSM stoking it along, governments and elites milking it and taxpayers taking itPeople wake up",,
218,"@IYC @DoPTGoI @PMOIndia @AmitShah Every Woman was a COVID warrior. Covid destroyed our aspirations. Office,Primary Caregivers. Women candidates from General Category too are a vulnerable group.#CivilServicesCovidRelief#UPSCMahasatyagraha#UPSCExtraAttempt #2YearsRelaxation",,
219,@JaneRemain @wirralcat Boris Johnsons plans to keep everyone safe this winter:Plan APretend Covid19 is over.Plan BDither and delay then reluctantly introduce some half arsed measures when it is already far too late. Then blame you for catching it. https://t.co/KtgWPrtx3B,,
220,"Scenario: Omicron spreads rapidly through Africa, Europe, &amp; North America. But, 🇦🇺 keeps out w/ return to international border controls &amp; quarantine. Might have partially worked for original &amp; Alpha variants, but if Omicron truly is more transmissible than Delta, ain’t happening.",,
221,Omicron — World Health Network solid info on an evolving situation #omicron #covid https://t.co/zp6pgEeN8i,,
222,@wyshynski Better excuse than his getting COVID,,
223,"@Omarion Say Bruh, you know ppl about to confuse this new strand of Covid with your name right?",,
224,@misterandrew Arguing with you is like shooting fish in a barrel. https://t.co/3yiZb0BYvE,,
225,"Tomorrow is #GivingTuesday but you don’t have to wait until then to donate to our work. Help us continue the fight to end humanewashing, prevent the next pandemic, and build the will to end factory farming. We can only reach our goal with your support. https://t.co/X0fbH5OX39 https://t.co/yDtaJ8pQc3",,
226,#RT @UKVRA: RT @JCeoltaSmith: #LongCovidWorkVocational rehabilitation is needed at the right time @UKVRA @RCOT_Work @somceo @long_covid https://t.co/1mlu1DPSfr,,
227,"@ScottAdamsSays @DaliessioVince Most people, eventually, are not going to be down for a Pfarma jab or Fauch Ouch every 3 to 6 months. Each time rolling the dice on the known side effects and unknown/long term ones.",,
228,HIV v. COVID-19 Pandemic titbits ; Health-hazard filthy-dishes of the quickie-prostitute-witch matriarch v. the sly 'married-but-gay' [ substantiated ] food-poker psychic-cannibalism games ; Fake China charger blast-burns ; Rugs and tatters ; SOS. https://t.co/unaHDGonMt,,
229,"Health Fusion: Long COVID symptoms different for women and men, a new study shows https://t.co/Ozr8RpqfTC",,
230,"@BusinessTechSA Take your vaccine by all means. You r now protected. But leave each other human being to live by his own convictions. If not, then do you agree to have your conscience violated 4 the 'greater good'. The greater good is always served by seeing the value of each &amp; every individual.",,
231,Who Can Get A COVID Booster Jab In The UK? &amp; How Do You Book? https://t.co/a8D6qBkQZh,,
232,"Pfizer to ask FDA to authorize 'extra doses' for 16 and 17 year olds, WaPo says$PFE $BNTX $MRNA $LLY $REGN $GILD $VIR",,
233,@Sr_Lazarus @MBridegam The problem with that narrative is that they had to use paid petition gatherers to qualify.  Were people pissed during the pandemic sure... but political operatives saw an opportunity and they supercharged the campaign with big donor money $$$,,
234,"Robert Verkerk, PhD: “The problem will never disappear because we’re generating more of a problem w/ mass vaccination and we’re using PCR, so whenever prevalence goes down the levels will go up.”https://t.co/3OqTRG0hyJShareable clips: https://t.co/eRg8oRS2S0 https://t.co/EdocXbY1gG",,
235,"@TheAgeofShoddy @ericuman @AlecMacGillis You do realize if you lose your vaccine card you can get it replaced, correct? They have it on file.",,
236,@ReillyOpelka @atptour Post-pandemic press squad: https://t.co/jMZFwazoJq,,
237,@YourHungTwink Id go with you but no covid pass🙁,,
238,@KarenSm47253482 @JimMFelton @JuliaHB1 Type in “global study mask effectiveness covid” to Google and see what pops up 😉,,
239,@PFF_Sam Incredibly fair point. Although I think Rodgers is a pandemic level virus away from being the clear favorite.,,
240,"@emperoreagan There will be Civil Unrest if they try it again. Only Deep Blue States would lockdown. Wolf can't do it here again for more than 21 days! Trump should have fired him, when he had the chance. DOG KILLER!!!🐕🐶🦟🔪🩸 Fauci is 😈 🔥",,
241,@thomas_trefor @EssexPR @JayneEv87424026 And we will have a vaccine ready to go in a few days…wow. That doesn’t look remotely suspicious 🙄,,
242,@Gunner_Vitale The guy would have more of an argument if the vaccinated couldn’t spread COVID!,,
243,Australia records more deaths following COVID vaccines than all other shots combined in over 50 years https://t.co/nf7LVxIDPS,,
244,"@jsm_kcr What?!!!! Anyways y’all just want promotions be it idols breathe or no, covid or no! Y’all never think there can be reason behind something extreme so I don’t feel like talking to fans that cannot think a bit practically.",,
245,@JennaEllisEsq #Omicron is the new '' variant '' but is there also a 1963 movie with the same name? Weird! 👀👽🤔https://t.co/FFQVdKyOaz,,
246,"@beccanalia @peterrowen_ Well smarty pants...ever heard of ADE? Antibody dependent enhancement. A recent quote from the person who invented the mRNA vaccine ""the vaccine causes the virus to become more infectious, to replicate at higher levels, this is the vaccinonlogists worst nightmare.""",,
247,"Ultimate battle against good and evil, sure. Visions that lead survivors to specific places, why not? Police enforcing curfews and other public safety measures during a pandemic? Ha! That's a step too far, The Stand (2020-21). So unrealistic.",,
248,"The one who must not be named. Therefore, it comes to omicron.",,
249,"@HedgeMind Selling $PFE tells her Bio analyst is incompetent, $PFE has the vaccine and antiviral drug,  why would you?",,
250,Remember folks.Victorian media like @Raf_Epstein was allegedly powerful enough to force the NSW government into harsher lockdown measures.But Sydney media viciously attacking Victoria and its government for 18 months has nothing to do with the dangerous mob on our streets. https://t.co/8gkNtVaztF,,
251,@abbigailhannah I thought the government was putting an end to Anti-Vax protests outside medical facilities. Glad you got your kid vaccinated. Sorry to reaf you had to be verbally accosted just for being a sane and rational person.,,
252,"In an internal memo, @jack says this was “my decision” and he owns it. Also takes a jab at what he describes as founder-leader ideology. https://t.co/N3tzW7TZBo",,
253,@DrEricDing Which test did they get to determine it was the omicron variant?,,
